,Date_Time,Error
611,10811412,10811406
612,10811448,10811451
613,10811484,10811488
614,10811520,10811520
615,10811556,10811558
616,10811592,10811593
617,10811628,10811629
618,10811664,10811670
619,10811700,10811693
620,10811736,10811739
621,10811772,10811771
622,10811808,10811807
623,10811844,10811843
624,10811880,10811879
625,10811916,10811910
626,10811952,10811952
627,10811988,10811996
628,10812024,10812024
629,10812060,10812060
630,10812096,10812093
631,10812132,10812132
632,10812168,10812170
633,10812204,10812203
634,10812240,10812238
635,10812276,10812278
636,10812312,10812308
637,10812348,10812349
638,10812384,10812388
639,10812420,10812426
640,10812456,10812456
641,10812492,10812498
642,10812528,10812533
643,10812564,10812560
644,10812600,10812594
645,10812636,10812635
646,10812672,10812677
647,10812708,10812708
648,10812744,10812741
649,10812780,10812787
650,10812816,10812817
651,10812852,10812841
652,10812888,10812889
653,10812924,10812926
654,10812960,10812961
655,10812996,10812998
656,10813032,10813032
657,10813068,10813062
658,10813104,10813103
659,10813140,10813136
660,10813176,10813172
661,10813212,10813206
662,10813248,10813250
663,10813284,10813284
664,10813320,10813318
665,10813356,10813353
666,10813392,10813392
667,10813428,10813433
668,10813464,10813454
669,10813500,10813501
670,10813536,10813534
671,10813572,10813563
672,10813608,10813599
673,10813644,10813640
674,10813680,10813681
675,10813716,10813717
676,10813752,10813748
677,10813788,10813793
678,10813824,10813831
679,10813860,10813861
680,10813896,10813894
681,10813932,10813937
682,10813968,10813971
683,10814004,10814008
684,10814040,10814037
685,10814076,10814062
686,10814112,10814122
687,10814148,10814140
688,10814184,10814184
689,10814220,10814231
690,10814256,10814257
691,10814292,10814296
692,10814328,10814321
693,10814364,10814356
694,10814400,10814398
695,10814436,10814441
696,10814472,10814471
697,10814508,10814505
698,10814544,10814544
699,10814580,10814585
700,10814616,10814609
701,10814652,10814646
702,10814688,10814685
703,10814724,10814729
704,10814760,10814761
705,10814796,10814806
706,10814832,10814836
707,10814868,10814868
708,10814904,10814910
709,10814940,10814941
710,10814976,10814973
711,10815012,10815015
712,10815048,10815045
713,10815084,10815083
714,10815120,10815126
715,10815156,10815156
716,10815192,10815188
717,10815228,10815226
718,10815264,10815269
719,10815300,10815298
720,10815336,10815335
721,10815372,10815370
722,10815408,10815408
723,10815444,10815443
724,10815480,10815472
725,10815516,10815512
726,10815552,10815548
727,10815588,10815594
728,10815624,10815628
729,10815660,10815662
730,10815696,10815694
731,10815732,10815728
732,10815768,10815766
733,10815804,10815799
734,10815840,10815852
735,10815876,10815865
736,10815912,10815914
737,10815948,10815942
738,10815984,10815984
739,10816020,10816016
740,10816056,10816051
741,10816092,10816087
742,10816128,10816136
743,10816164,10816164
744,10816200,10816197
745,10816236,10816238
746,10816272,10816272
747,10816308,10816311
748,10816344,10816335
749,10816380,10816381
750,10816416,10816419
751,10816452,10816444
752,10816488,10816490
753,10816524,10816532
754,10816560,10816560
755,10816596,10816600
756,10816632,10816635
757,10816668,10816665
758,10816704,10816704
759,10816740,10816733
760,10816776,10816774
761,10816812,10816813
762,10816848,10816851
763,10816884,10816884
764,10816920,10816923
765,10816956,10816951
766,10816992,10816992
767,10817028,10817028
768,10817064,10817073
769,10817100,10817099
770,10817136,10817134
771,10817172,10817172
772,10817208,10817204
773,10817244,10817244
774,10817280,10817279
775,10817316,10817308
776,10817352,10817352
777,10817388,10817387
778,10817424,10817416
779,10817460,10817460
780,10817496,10817503
781,10817532,10817534
782,10817568,10817571
783,10817604,10817598
784,10817640,10817642
785,10817676,10817676
786,10817712,10817714
787,10817748,10817750
788,10817784,10817778
789,10817820,10817820
790,10817856,10817853
791,10817892,10817892
792,10817928,10817924
793,10817964,10817970
794,10818000,10817996
795,10818036,10818032
796,10818072,10818072
797,10818108,10818103
798,10818144,10818142
799,10818180,10818176
800,10818216,10818223
801,10818252,10818255
802,10818288,10818288
803,10818324,10818323
804,10818360,10818364
805,10818396,10818398
806,10818432,10818434
807,10818468,10818468
808,10818504,10818496
809,10818540,10818540
810,10818576,10818574
811,10818612,10818615
812,10818648,10818653
813,10818684,10818681
814,10818720,10818722
815,10818756,10818764
816,10818792,10818789
817,10818828,10818836
818,10818864,10818860
819,10818900,10818900
820,10818936,10818936
821,10818972,10818972
822,10819008,10819004
823,10819044,10819042
824,10819080,10819077
825,10819116,10819117
826,10819152,10819153
827,10819188,10819199
828,10819224,10819230
829,10819260,10819258
830,10819296,10819297
831,10819332,10819336
832,10819368,10819368
833,10819404,10819404
834,10819440,10819440
835,10819476,10819480
836,10819512,10819508
837,10819548,10819547
838,10819584,10819586
839,10819620,10819621
840,10819656,10819657
841,10819692,10819691
842,10819728,10819732
843,10819764,10819774
844,10819800,10819802
845,10819836,10819836
846,10819872,10819875
847,10819908,10819906
848,10819944,10819941
849,10819980,10819980
850,10820016,10820004
851,10820052,10820047
852,10820088,10820087
853,10820124,10820118
854,10820160,10820155
855,10820196,10820194
856,10820232,10820224
857,10820268,10820266
858,10820304,10820302
859,10820340,10820340
860,10820376,10820381
861,10820412,10820412
862,10820448,10820448
863,10820484,10820484
864,10820520,10820521
865,10820556,10820551
866,10820592,10820592
867,10820628,10820629
868,10820664,10820658
869,10820700,10820704
870,10820736,10820741
871,10820772,10820769
872,10820808,10820807
873,10820844,10820840
874,10820880,10820883
875,10820916,10820911
876,10820952,10820951
877,10820988,10820984
878,10821024,10821024
879,10821060,10821052
880,10821096,10821102
881,10821132,10821128
882,10821168,10821168
883,10821204,10821203
884,10821240,10821237
885,10821276,10821272
886,10821312,10821316
887,10821348,10821346
888,10821384,10821385
889,10821420,10821416
890,10821456,10821453
891,10821492,10821494
892,10821528,10821532
893,10821564,10821564
894,10821600,10821593
895,10821636,10821645
896,10821672,10821668
897,10821708,10821701
898,10821744,10821756
899,10821780,10821778
900,10821816,10821809
901,10821852,10821849
902,10821888,10821889
903,10821924,10821924
904,10821960,10821956
905,10821996,10822005
906,10822032,10822030
907,10822068,10822063
908,10822104,10822108
909,10822140,10822146
910,10822176,10822172
911,10822212,10822205
912,10822248,10822253
913,10822284,10822274
914,10822320,10822314
915,10822356,10822360
916,10822392,10822392
917,10822428,10822427
918,10822464,10822465
919,10822500,10822500
920,10822536,10822530
921,10822572,10822578
922,10822608,10822614
923,10822644,10822645
924,10822680,10822680
925,10822716,10822727
926,10822752,10822751
927,10822788,10822787
928,10822824,10822825
929,10822860,10822867
930,10822896,10822903
931,10822932,10822931
932,10822968,10822969
933,10823004,10822998
934,10823040,10823039
935,10823076,10823072
936,10823112,10823107
937,10823148,10823156
938,10823184,10823181
939,10823220,10823218
940,10823256,10823257
941,10823292,10823298
942,10823328,10823330
943,10823364,10823377
944,10823400,10823400
945,10823436,10823437
946,10823472,10823473
947,10823508,10823515
948,10823544,10823546
949,10823580,10823580
950,10823616,10823612
951,10823652,10823653
952,10823688,10823695
953,10823724,10823722
954,10823760,10823762
955,10823796,10823797
956,10823832,10823836
957,10823868,10823864
958,10823904,10823915
959,10823940,10823934
960,10823976,10823975
961,10824012,10824016
962,10824048,10824049
963,10824084,10824088
964,10824120,10824118
965,10824156,10824156
966,10824192,10824192
967,10824228,10824235
968,10824264,10824267
969,10824300,10824303
970,10824336,10824333
971,10824372,10824376
972,10824408,10824409
973,10824444,10824450
974,10824480,10824490
975,10824516,10824515
976,10824552,10824550
977,10824588,10824584
978,10824624,10824624
979,10824660,10824659
980,10824696,10824697
981,10824732,10824732
982,10824768,10824767
983,10824804,10824809
984,10824840,10824836
985,10824876,10824878
986,10824912,10824910
987,10824948,10824951
988,10824984,10824990
989,10825020,10825019
990,10825056,10825058
991,10825092,10825092
992,10825128,10825125
993,10825164,10825165
994,10825200,10825201
995,10825236,10825238
996,10825272,10825272
997,10825308,10825308
998,10825344,10825339
999,10825380,10825379
1000,10825416,10825418
1001,10825452,10825456
1002,10825488,10825486
1003,10825524,10825524
1004,10825560,10825561
1005,10825596,10825597
1006,10825632,10825634
1007,10825668,10825659
1008,10825704,10825704
1009,10825740,10825741
1010,10825776,10825771
1011,10825812,10825820
1012,10825848,10825848
1013,10825884,10825891
1014,10825920,10825917
1015,10825956,10825952
1016,10825992,10825993
1017,10826028,10826020
1018,10826064,10826065
1019,10826100,10826100
1020,10826136,10826141
1021,10826172,10826175
1022,10826208,10826206
1023,10826244,10826239
1024,10826280,10826288
1025,10826316,10826313
1026,10826352,10826347
1027,10826388,10826383
1028,10826424,10826429
1029,10826460,10826458
1030,10826496,10826493
1031,10826532,10826532
1032,10826568,10826567
1033,10826604,10826601
1034,10826640,10826643
1035,10826676,10826681
1036,10826712,10826716
1037,10826748,10826751
1038,10826784,10826786
1039,10826820,10826812
1040,10826856,10826864
1041,10826892,10826893
1042,10826928,10826931
1043,10826964,10826969
1044,10827000,10827007
1045,10827036,10827038
1046,10827072,10827074
1047,10827108,10827106
1048,10827144,10827144
1049,10827180,10827176
1050,10827216,10827213
1051,10827252,10827248
1052,10827288,10827288
1053,10827324,10827329
1054,10827360,10827375
1055,10827396,10827396
1056,10827432,10827426
1057,10827468,10827474
1058,10827504,10827503
1059,10827540,10827537
1060,10827576,10827577
1061,10827612,10827606
1062,10827648,10827649
1063,10827684,10827684
1064,10827720,10827720
1065,10827756,10827757
1066,10827792,10827792
1067,10827828,10827828
1068,10827864,10827865
1069,10827900,10827902
1070,10827936,10827931
1071,10827972,10827965
1072,10828008,10828008
1073,10828044,10828037
1074,10828080,10828080
1075,10828116,10828120
1076,10828152,10828155
1077,10828188,10828183
1078,10828224,10828220
1079,10828260,10828261
1080,10828296,10828294
1081,10828332,10828331
1082,10828368,10828370
1083,10828404,10828400
1084,10828440,10828438
1085,10828476,10828472
1086,10828512,10828507
1087,10828548,10828544
1088,10828584,10828587
1089,10828620,10828620
1090,10828656,10828652
1091,10828692,10828691
1092,10828728,10828720
1093,10828764,10828761
1094,10828800,10828810
1095,10828836,10828836
1096,10828872,10828875
1097,10828908,10828908
1098,10828944,10828945
1099,10828980,10828983
1100,10829016,10829011
1101,10829052,10829052
1102,10829088,10829095
1103,10829124,10829121
1104,10829160,10829158
1105,10829196,10829195
1106,10829232,10829233
1107,10829268,10829270
1108,10829304,10829310
1109,10829340,10829342
1110,10829376,10829376
1111,10829412,10829418
1112,10829448,10829451
1113,10829484,10829477
1114,10829520,10829532
1115,10829556,10829564
1116,10829592,10829592
1117,10829628,10829629
1118,10829664,10829670
1119,10829700,10829700
1120,10829736,10829739
1121,10829772,10829777
1122,10829808,10829803
1123,10829844,10829841
1124,10829880,10829884
1125,10829916,10829918
1126,10829952,10829956
1127,10829988,10829988
1128,10830024,10830023
1129,10830060,10830051
1130,10830096,10830091
1131,10830132,10830132
1132,10830168,10830172
1133,10830204,10830206
1134,10830240,10830240
1135,10830276,10830275
1136,10830312,10830313
1137,10830348,10830348
1138,10830384,10830391
1139,10830420,10830420
1140,10830456,10830449
1141,10830492,10830486
1142,10830528,10830535
1143,10830564,10830559
1144,10830600,10830603
1145,10830636,10830635
1146,10830672,10830672
1147,10830708,10830708
1148,10830744,10830750
1149,10830780,10830780
1150,10830816,10830816
1151,10830852,10830845
1152,10830888,10830889
1153,10830924,10830926
1154,10830960,10830961
1155,10830996,10831002
1156,10831032,10831032
1157,10831068,10831069
1158,10831104,10831112
1159,10831140,10831133
1160,10831176,10831174
1161,10831212,10831219
1162,10831248,10831252
1163,10831284,10831287
1164,10831320,10831324
1165,10831356,10831357
1166,10831392,10831400
1167,10831428,10831429
1168,10831464,10831465
1169,10831500,10831500
1170,10831536,10831536
1171,10831572,10831567
1172,10831608,10831611
1173,10831644,10831644
1174,10831680,10831689
1175,10831716,10831716
1176,10831752,10831754
1177,10831788,10831789
1178,10831824,10831821
1179,10831860,10831864
1180,10831896,10831905
1181,10831932,10831932
1182,10831968,10831967
1183,10832004,10832003
1184,10832040,10832031
1185,10832076,10832076
1186,10832112,10832113
1187,10832148,10832153
1188,10832184,10832188
1189,10832220,10832218
1190,10832256,10832255
1191,10832292,10832297
1192,10832328,10832328
1193,10832364,10832362
1194,10832400,10832406
1195,10832436,10832441
1196,10832472,10832472
1197,10832508,10832506
1198,10832544,10832534
1199,10832580,10832582
1200,10832616,10832612
1201,10832652,10832643
1202,10832688,10832695
1203,10832724,10832727
1204,10832760,10832755
1205,10832796,10832790
1206,10832832,10832836
1207,10832868,10832864
1208,10832904,10832910
1209,10832940,10832943
1210,10832976,10832978
1211,10833012,10833014
1212,10833048,10833048
1213,10833084,10833088
1214,10833120,10833118
1215,10833156,10833156
1216,10833192,10833195
1217,10833228,10833230
1218,10833264,10833259
1219,10833300,10833298
1220,10833336,10833337
1221,10833372,10833370
1222,10833408,10833416
1223,10833444,10833443
1224,10833480,10833480
1225,10833516,10833519
1226,10833552,10833553
1227,10833588,10833588
1228,10833624,10833621
1229,10833660,10833661
1230,10833696,10833701
1231,10833732,10833734
1232,10833768,10833765
1233,10833804,10833812
1234,10833840,10833833
1235,10833876,10833869
1236,10833912,10833916
1237,10833948,10833949
1238,10833984,10833982
1239,10834020,10834015
1240,10834056,10834067
1241,10834092,10834092
1242,10834128,10834130
1243,10834164,10834165
1244,10834200,10834202
1245,10834236,10834238
1246,10834272,10834275
1247,10834308,10834307
1248,10834344,10834343
1249,10834380,10834372
1250,10834416,10834413
1251,10834452,10834453
1252,10834488,10834493
1253,10834524,10834526
1254,10834560,10834559
1255,10834596,10834590
1256,10834632,10834619
1257,10834668,10834673
1258,10834704,10834702
1259,10834740,10834738
1260,10834776,10834776
1261,10834812,10834805
1262,10834848,10834847
1263,10834884,10834894
1264,10834920,10834922
1265,10834956,10834957
1266,10834992,10834985
1267,10835028,10835039
1268,10835064,10835057
1269,10835100,10835109
1270,10835136,10835126
1271,10835172,10835179
1272,10835208,10835216
1273,10835244,10835240
1274,10835280,10835282
1275,10835316,10835318
1276,10835352,10835348
1277,10835388,10835381
1278,10835424,10835418
1279,10835460,10835462
1280,10835496,10835496
1281,10835532,10835530
1282,10835568,10835572
1283,10835604,10835606
1284,10835640,10835637
1285,10835676,10835670
1286,10835712,10835714
1287,10835748,10835746
1288,10835784,10835784
1289,10835820,10835827
1290,10835856,10835858
1291,10835892,10835888
1292,10835928,10835928
1293,10835964,10835960
1294,10836000,10836008
1295,10836036,10836034
1296,10836072,10836073
1297,10836108,10836109
1298,10836144,10836144
1299,10836180,10836171
1300,10836216,10836209
1301,10836252,10836250
1302,10836288,10836289
1303,10836324,10836324
1304,10836360,10836356
1305,10836396,10836390
1306,10836432,10836430
1307,10836468,10836466
1308,10836504,10836506
1309,10836540,10836539
1310,10836576,10836579
1311,10836612,10836610
1312,10836648,10836647
1313,10836684,10836683
1314,10836720,10836717
1315,10836756,10836759
1316,10836792,10836788
1317,10836828,10836826
1318,10836864,10836864
1319,10836900,10836894
1320,10836936,10836935
1321,10836972,10836969
1322,10837008,10837007
1323,10837044,10837044
1324,10837080,10837077
1325,10837116,10837115
1326,10837152,10837158
1327,10837188,10837188
1328,10837224,10837229
1329,10837260,10837261
1330,10837296,10837299
1331,10837332,10837329
1332,10837368,10837368
1333,10837404,10837404
1334,10837440,10837437
1335,10837476,10837472
1336,10837512,10837505
1337,10837548,10837555
1338,10837584,10837580
1339,10837620,10837626
1340,10837656,10837654
1341,10837692,10837688
1342,10837728,10837731
1343,10837764,10837761
1344,10837800,10837802
1345,10837836,10837835
1346,10837872,10837874
1347,10837908,10837904
1348,10837944,10837948
1349,10837980,10837982
1350,10838016,10838012
1351,10838052,10838065
1352,10838088,10838090
1353,10838124,10838135
1354,10838160,10838168
1355,10838196,10838196
1356,10838232,10838230
1357,10838268,10838266
1358,10838304,10838295
1359,10838340,10838337
1360,10838376,10838377
