,Date_Time,Error
611,10811412,10811413
612,10811448,10811448
613,10811484,10811482
614,10811520,10811524
615,10811556,10811562
616,10811592,10811593
617,10811628,10811632
618,10811664,10811670
619,10811700,10811707
620,10811736,10811737
621,10811772,10811771
622,10811808,10811806
623,10811844,10811844
624,10811880,10811882
625,10811916,10811920
626,10811952,10811950
627,10811988,10811988
628,10812024,10812020
629,10812060,10812066
630,10812096,10812095
631,10812132,10812133
632,10812168,10812165
633,10812204,10812203
634,10812240,10812237
635,10812276,10812284
636,10812312,10812313
637,10812348,10812348
638,10812384,10812380
639,10812420,10812417
640,10812456,10812458
641,10812492,10812500
642,10812528,10812521
643,10812564,10812560
644,10812600,10812600
645,10812636,10812633
646,10812672,10812664
647,10812708,10812708
648,10812744,10812747
649,10812780,10812773
650,10812816,10812817
651,10812852,10812856
652,10812888,10812892
653,10812924,10812922
654,10812960,10812971
655,10812996,10812998
656,10813032,10813028
657,10813068,10813072
658,10813104,10813099
659,10813140,10813144
660,10813176,10813170
661,10813212,10813215
662,10813248,10813246
663,10813284,10813289
664,10813320,10813323
665,10813356,10813358
666,10813392,10813392
667,10813428,10813433
668,10813464,10813455
669,10813500,10813502
670,10813536,10813538
671,10813572,10813574
672,10813608,10813612
673,10813644,10813662
674,10813680,10813680
675,10813716,10813720
676,10813752,10813752
677,10813788,10813795
678,10813824,10813814
679,10813860,10813868
680,10813896,10813893
681,10813932,10813921
682,10813968,10813963
683,10814004,10814004
684,10814040,10814040
685,10814076,10814076
686,10814112,10814116
687,10814148,10814148
688,10814184,10814184
689,10814220,10814210
690,10814256,10814258
691,10814292,10814297
692,10814328,10814326
693,10814364,10814355
694,10814400,10814394
695,10814436,10814444
696,10814472,10814469
697,10814508,10814505
698,10814544,10814540
699,10814580,10814583
700,10814616,10814614
701,10814652,10814648
702,10814688,10814681
703,10814724,10814724
704,10814760,10814765
705,10814796,10814796
706,10814832,10814836
707,10814868,10814868
708,10814904,10814904
709,10814940,10814940
710,10814976,10814976
711,10815012,10815017
712,10815048,10815050
713,10815084,10815082
714,10815120,10815120
715,10815156,10815156
716,10815192,10815194
717,10815228,10815228
718,10815264,10815266
719,10815300,10815293
720,10815336,10815337
721,10815372,10815378
722,10815408,10815402
723,10815444,10815452
724,10815480,10815481
725,10815516,10815515
726,10815552,10815543
727,10815588,10815593
728,10815624,10815620
729,10815660,10815658
730,10815696,10815698
731,10815732,10815727
732,10815768,10815764
733,10815804,10815799
734,10815840,10815840
735,10815876,10815878
736,10815912,10815914
737,10815948,10815950
738,10815984,10815983
739,10816020,10816020
740,10816056,10816053
741,10816092,10816101
742,10816128,10816128
743,10816164,10816155
744,10816200,10816195
745,10816236,10816244
746,10816272,10816266
747,10816308,10816306
748,10816344,10816346
749,10816380,10816375
750,10816416,10816421
751,10816452,10816460
752,10816488,10816484
753,10816524,10816529
754,10816560,10816556
755,10816596,10816592
756,10816632,10816633
757,10816668,10816669
758,10816704,10816702
759,10816740,10816744
760,10816776,10816769
761,10816812,10816808
762,10816848,10816843
763,10816884,10816887
764,10816920,10816924
765,10816956,10816959
766,10816992,10816986
767,10817028,10817028
768,10817064,10817066
769,10817100,10817092
770,10817136,10817132
771,10817172,10817175
772,10817208,10817211
773,10817244,10817245
774,10817280,10817282
775,10817316,10817317
776,10817352,10817352
777,10817388,10817388
778,10817424,10817420
779,10817460,10817459
780,10817496,10817494
781,10817532,10817543
782,10817568,10817569
783,10817604,10817604
784,10817640,10817639
785,10817676,10817676
786,10817712,10817711
787,10817748,10817750
788,10817784,10817784
789,10817820,10817824
790,10817856,10817853
791,10817892,10817893
792,10817928,10817932
793,10817964,10817959
794,10818000,10818000
795,10818036,10818037
796,10818072,10818071
797,10818108,10818106
798,10818144,10818135
799,10818180,10818185
800,10818216,10818212
801,10818252,10818246
802,10818288,10818291
803,10818324,10818315
804,10818360,10818364
805,10818396,10818398
806,10818432,10818434
807,10818468,10818468
808,10818504,10818498
809,10818540,10818531
810,10818576,10818583
811,10818612,10818610
812,10818648,10818646
813,10818684,10818691
814,10818720,10818717
815,10818756,10818755
816,10818792,10818791
817,10818828,10818828
818,10818864,10818859
819,10818900,10818898
820,10818936,10818942
821,10818972,10818975
822,10819008,10818994
823,10819044,10819035
824,10819080,10819081
825,10819116,10819116
826,10819152,10819151
827,10819188,10819193
828,10819224,10819216
829,10819260,10819265
830,10819296,10819296
831,10819332,10819334
832,10819368,10819369
833,10819404,10819408
834,10819440,10819439
835,10819476,10819474
836,10819512,10819515
837,10819548,10819548
838,10819584,10819578
839,10819620,10819626
840,10819656,10819662
841,10819692,10819699
842,10819728,10819728
843,10819764,10819765
844,10819800,10819799
845,10819836,10819832
846,10819872,10819872
847,10819908,10819908
848,10819944,10819941
849,10819980,10819989
850,10820016,10820008
851,10820052,10820048
852,10820088,10820085
853,10820124,10820130
854,10820160,10820159
855,10820196,10820195
856,10820232,10820228
857,10820268,10820265
858,10820304,10820298
859,10820340,10820345
860,10820376,10820379
861,10820412,10820416
862,10820448,10820445
863,10820484,10820496
864,10820520,10820516
865,10820556,10820546
866,10820592,10820591
867,10820628,10820628
868,10820664,10820667
869,10820700,10820695
870,10820736,10820738
871,10820772,10820780
872,10820808,10820804
873,10820844,10820841
874,10820880,10820872
875,10820916,10820917
876,10820952,10820956
877,10820988,10820991
878,10821024,10821028
879,10821060,10821067
880,10821096,10821096
881,10821132,10821136
882,10821168,10821164
883,10821204,10821201
884,10821240,10821241
885,10821276,10821272
886,10821312,10821314
887,10821348,10821354
888,10821384,10821386
889,10821420,10821417
890,10821456,10821453
891,10821492,10821498
892,10821528,10821525
893,10821564,10821564
894,10821600,10821599
895,10821636,10821636
896,10821672,10821677
897,10821708,10821706
898,10821744,10821737
899,10821780,10821787
900,10821816,10821817
901,10821852,10821855
902,10821888,10821888
903,10821924,10821927
904,10821960,10821966
905,10821996,10822002
906,10822032,10822031
907,10822068,10822067
908,10822104,10822105
909,10822140,10822141
910,10822176,10822178
911,10822212,10822209
912,10822248,10822237
913,10822284,10822286
914,10822320,10822323
915,10822356,10822359
916,10822392,10822400
917,10822428,10822432
918,10822464,10822463
919,10822500,10822504
920,10822536,10822536
921,10822572,10822578
922,10822608,10822609
923,10822644,10822646
924,10822680,10822681
925,10822716,10822716
926,10822752,10822745
927,10822788,10822788
928,10822824,10822813
929,10822860,10822862
930,10822896,10822900
931,10822932,10822942
932,10822968,10822969
933,10823004,10823001
934,10823040,10823033
935,10823076,10823085
936,10823112,10823105
937,10823148,10823152
938,10823184,10823173
939,10823220,10823220
940,10823256,10823259
941,10823292,10823293
942,10823328,10823328
943,10823364,10823360
944,10823400,10823396
945,10823436,10823441
946,10823472,10823474
947,10823508,10823508
948,10823544,10823545
949,10823580,10823576
950,10823616,10823621
951,10823652,10823658
952,10823688,10823685
953,10823724,10823724
954,10823760,10823765
955,10823796,10823793
956,10823832,10823842
957,10823868,10823875
958,10823904,10823903
959,10823940,10823944
960,10823976,10823984
961,10824012,10824006
962,10824048,10824051
963,10824084,10824084
964,10824120,10824119
965,10824156,10824159
966,10824192,10824190
967,10824228,10824222
968,10824264,10824257
969,10824300,10824300
970,10824336,10824339
971,10824372,10824372
972,10824408,10824408
973,10824444,10824444
974,10824480,10824486
975,10824516,10824518
976,10824552,10824549
977,10824588,10824587
978,10824624,10824630
979,10824660,10824658
980,10824696,10824695
981,10824732,10824732
982,10824768,10824763
983,10824804,10824808
984,10824840,10824830
985,10824876,10824883
986,10824912,10824910
987,10824948,10824942
988,10824984,10824985
989,10825020,10825012
990,10825056,10825058
991,10825092,10825095
992,10825128,10825126
993,10825164,10825163
994,10825200,10825204
995,10825236,10825233
996,10825272,10825272
997,10825308,10825309
998,10825344,10825351
999,10825380,10825378
1000,10825416,10825416
1001,10825452,10825457
1002,10825488,10825476
1003,10825524,10825523
1004,10825560,10825551
1005,10825596,10825587
1006,10825632,10825641
1007,10825668,10825669
1008,10825704,10825711
1009,10825740,10825739
1010,10825776,10825778
1011,10825812,10825810
1012,10825848,10825846
1013,10825884,10825884
1014,10825920,10825920
1015,10825956,10825963
1016,10825992,10825992
1017,10826028,10826029
1018,10826064,10826063
1019,10826100,10826100
1020,10826136,10826130
1021,10826172,10826177
1022,10826208,10826206
1023,10826244,10826244
1024,10826280,10826279
1025,10826316,10826320
1026,10826352,10826354
1027,10826388,10826388
1028,10826424,10826424
1029,10826460,10826461
1030,10826496,10826499
1031,10826532,10826534
1032,10826568,10826574
1033,10826604,10826612
1034,10826640,10826643
1035,10826676,10826670
1036,10826712,10826720
1037,10826748,10826758
1038,10826784,10826783
1039,10826820,10826818
1040,10826856,10826846
1041,10826892,10826895
1042,10826928,10826923
1043,10826964,10826973
1044,10827000,10826988
1045,10827036,10827036
1046,10827072,10827075
1047,10827108,10827106
1048,10827144,10827141
1049,10827180,10827181
1050,10827216,10827214
1051,10827252,10827251
1052,10827288,10827288
1053,10827324,10827322
1054,10827360,10827359
1055,10827396,10827399
1056,10827432,10827431
1057,10827468,10827468
1058,10827504,10827501
1059,10827540,10827544
1060,10827576,10827570
1061,10827612,10827616
1062,10827648,10827633
1063,10827684,10827680
1064,10827720,10827713
1065,10827756,10827761
1066,10827792,10827793
1067,10827828,10827822
1068,10827864,10827862
1069,10827900,10827906
1070,10827936,10827936
1071,10827972,10827974
1072,10828008,10828001
1073,10828044,10828037
1074,10828080,10828082
1075,10828116,10828127
1076,10828152,10828150
1077,10828188,10828190
1078,10828224,10828220
1079,10828260,10828266
1080,10828296,10828294
1081,10828332,10828330
1082,10828368,10828359
1083,10828404,10828402
1084,10828440,10828440
1085,10828476,10828482
1086,10828512,10828506
1087,10828548,10828552
1088,10828584,10828583
1089,10828620,10828619
1090,10828656,10828652
1091,10828692,10828684
1092,10828728,10828722
1093,10828764,10828771
1094,10828800,10828794
1095,10828836,10828834
1096,10828872,10828877
1097,10828908,10828898
1098,10828944,10828945
1099,10828980,10828978
1100,10829016,10829016
1101,10829052,10829056
1102,10829088,10829087
1103,10829124,10829123
1104,10829160,10829163
1105,10829196,10829198
1106,10829232,10829229
1107,10829268,10829267
1108,10829304,10829298
1109,10829340,10829346
1110,10829376,10829370
1111,10829412,10829412
1112,10829448,10829456
1113,10829484,10829487
1114,10829520,10829519
1115,10829556,10829553
1116,10829592,10829589
1117,10829628,10829632
1118,10829664,10829665
1119,10829700,10829700
1120,10829736,10829748
1121,10829772,10829768
1122,10829808,10829806
1123,10829844,10829842
1124,10829880,10829880
1125,10829916,10829917
1126,10829952,10829951
1127,10829988,10829991
1128,10830024,10830026
1129,10830060,10830059
1130,10830096,10830084
1131,10830132,10830135
1132,10830168,10830164
1133,10830204,10830201
1134,10830240,10830240
1135,10830276,10830270
1136,10830312,10830308
1137,10830348,10830348
1138,10830384,10830382
1139,10830420,10830421
1140,10830456,10830452
1141,10830492,10830491
1142,10830528,10830523
1143,10830564,10830563
1144,10830600,10830600
1145,10830636,10830635
1146,10830672,10830665
1147,10830708,10830707
1148,10830744,10830744
1149,10830780,10830785
1150,10830816,10830816
1151,10830852,10830850
1152,10830888,10830882
1153,10830924,10830933
1154,10830960,10830955
1155,10830996,10830990
1156,10831032,10831031
1157,10831068,10831059
1158,10831104,10831108
1159,10831140,10831140
1160,10831176,10831178
1161,10831212,10831207
1162,10831248,10831246
1163,10831284,10831287
1164,10831320,10831324
1165,10831356,10831369
1166,10831392,10831397
1167,10831428,10831419
1168,10831464,10831464
1169,10831500,10831498
1170,10831536,10831541
1171,10831572,10831572
1172,10831608,10831610
1173,10831644,10831643
1174,10831680,10831682
1175,10831716,10831723
1176,10831752,10831749
1177,10831788,10831778
1178,10831824,10831819
1179,10831860,10831867
1180,10831896,10831896
1181,10831932,10831931
1182,10831968,10831963
1183,10832004,10832008
1184,10832040,10832041
1185,10832076,10832076
1186,10832112,10832110
1187,10832148,10832147
1188,10832184,10832183
1189,10832220,10832222
1190,10832256,10832262
1191,10832292,10832282
1192,10832328,10832321
1193,10832364,10832364
1194,10832400,10832400
1195,10832436,10832428
1196,10832472,10832469
1197,10832508,10832506
1198,10832544,10832542
1199,10832580,10832578
1200,10832616,10832616
1201,10832652,10832656
1202,10832688,10832691
1203,10832724,10832726
1204,10832760,10832761
1205,10832796,10832793
1206,10832832,10832830
1207,10832868,10832871
1208,10832904,10832904
1209,10832940,10832943
1210,10832976,10832977
1211,10833012,10833012
1212,10833048,10833049
1213,10833084,10833077
1214,10833120,10833119
1215,10833156,10833153
1216,10833192,10833195
1217,10833228,10833225
1218,10833264,10833264
1219,10833300,10833298
1220,10833336,10833338
1221,10833372,10833375
1222,10833408,10833407
1223,10833444,10833444
1224,10833480,10833480
1225,10833516,10833519
1226,10833552,10833551
1227,10833588,10833588
1228,10833624,10833622
1229,10833660,10833655
1230,10833696,10833696
1231,10833732,10833733
1232,10833768,10833764
1233,10833804,10833811
1234,10833840,10833836
1235,10833876,10833879
1236,10833912,10833913
1237,10833948,10833940
1238,10833984,10833984
1239,10834020,10834012
1240,10834056,10834056
1241,10834092,10834094
1242,10834128,10834136
1243,10834164,10834167
1244,10834200,10834192
1245,10834236,10834234
1246,10834272,10834279
1247,10834308,10834308
1248,10834344,10834352
1249,10834380,10834376
1250,10834416,10834413
1251,10834452,10834445
1252,10834488,10834486
1253,10834524,10834529
1254,10834560,10834555
1255,10834596,10834599
1256,10834632,10834633
1257,10834668,10834671
1258,10834704,10834703
1259,10834740,10834740
1260,10834776,10834786
1261,10834812,10834806
1262,10834848,10834851
1263,10834884,10834891
1264,10834920,10834921
1265,10834956,10834963
1266,10834992,10834977
1267,10835028,10835027
1268,10835064,10835058
1269,10835100,10835098
1270,10835136,10835136
1271,10835172,10835173
1272,10835208,10835204
1273,10835244,10835247
1274,10835280,10835272
1275,10835316,10835320
1276,10835352,10835351
1277,10835388,10835379
1278,10835424,10835415
1279,10835460,10835451
1280,10835496,10835491
1281,10835532,10835532
1282,10835568,10835574
1283,10835604,10835607
1284,10835640,10835633
1285,10835676,10835664
1286,10835712,10835710
1287,10835748,10835741
1288,10835784,10835783
1289,10835820,10835816
1290,10835856,10835868
1291,10835892,10835883
1292,10835928,10835928
1293,10835964,10835972
1294,10836000,10835998
1295,10836036,10836032
1296,10836072,10836079
1297,10836108,10836097
1298,10836144,10836135
1299,10836180,10836174
1300,10836216,10836217
1301,10836252,10836255
1302,10836288,10836287
1303,10836324,10836334
1304,10836360,10836359
1305,10836396,10836396
1306,10836432,10836430
1307,10836468,10836473
1308,10836504,10836504
1309,10836540,10836538
1310,10836576,10836583
1311,10836612,10836617
1312,10836648,10836652
1313,10836684,10836678
1314,10836720,10836715
1315,10836756,10836755
1316,10836792,10836791
1317,10836828,10836826
1318,10836864,10836863
1319,10836900,10836902
1320,10836936,10836931
1321,10836972,10836972
1322,10837008,10837006
1323,10837044,10837042
1324,10837080,10837079
1325,10837116,10837119
1326,10837152,10837153
1327,10837188,10837184
1328,10837224,10837225
1329,10837260,10837260
1330,10837296,10837297
1331,10837332,10837331
1332,10837368,10837372
1333,10837404,10837405
1334,10837440,10837435
1335,10837476,10837470
1336,10837512,10837505
1337,10837548,10837549
1338,10837584,10837581
1339,10837620,10837619
1340,10837656,10837656
1341,10837692,10837698
1342,10837728,10837738
1343,10837764,10837764
1344,10837800,10837809
1345,10837836,10837838
1346,10837872,10837878
1347,10837908,10837907
1348,10837944,10837938
1349,10837980,10837982
1350,10838016,10838022
1351,10838052,10838045
1352,10838088,10838088
1353,10838124,10838125
1354,10838160,10838162
1355,10838196,10838191
1356,10838232,10838230
1357,10838268,10838272
1358,10838304,10838313
1359,10838340,10838340
1360,10838376,10838380
